row_A,openhermes_index,source,category,turns,chars,group_Llama-8B,group_Llama-70B,group_Qwen-14B
1921,3730,airoboros2.2,general,2,2417,0,1,0
1922,434297,,,2,511,0,0,0
1923,488187,metamath,,2,531,0,0,1
1924,296696,glaive-code-assist,,2,2399,0,1,1
1925,724162,,,3,779,1,1,1
1926,404878,GPT-4 Comparison Data,,2,177,0,0,1
1927,58706,CamelAI,,2,701,0,0,1
1928,24239,airoboros2.2,orca,2,754,0,1,1
1929,531867,,,3,579,2,1,1
1930,841310,,,3,565,2,1,0
1931,572238,,,3,758,1,0,1
1932,622960,,,3,306,2,0,1
1933,167302,EvolInstruct_70k,,2,2568,2,0,0
1934,493471,metamath,,2,442,0,0,1
1935,250968,glaive-code-assist,,2,2201,0,1,1
1936,138258,cot_alpaca_gpt4,,2,735,0,0,0
1937,146510,cot_alpaca_gpt4,,2,140,0,0,1
1938,609206,,,3,2217,2,1,0
1939,810050,,,3,2264,2,1,0
1940,228363,glaive-code-assist,,2,2319,2,1,1
1941,309576,glaive-code-assist,,2,1700,0,1,0
1942,26531,airoboros2.2,general,2,561,0,0,1
1943,457497,metamath,,2,430,0,0,0
1944,684694,,,3,1445,1,1,0
1945,475935,metamath,,2,844,0,0,0
1946,666630,,,3,601,2,1,0
1947,100375,CamelAI,,2,2420,0,0,1
1948,65128,CamelAI,,2,428,0,0,1
1949,263601,glaive-code-assist,,2,2088,0,1,1
1950,855696,,,3,1301,2,1,0
1951,672017,,,3,477,2,1,1
1952,994087,,,2,2694,0,1,1
1953,224618,glaive-code-assist,,2,2214,0,0,0
1954,399102,GPT-4 Comparison Data,,2,321,0,0,0
1955,201350,EvolInstruct_70k,,2,2494,0,1,0
1956,904450,,,3,1292,2,0,1
1957,987051,,,2,1721,0,0,0
1958,227906,glaive-code-assist,,2,1760,0,1,0
1959,228242,glaive-code-assist,,2,1770,0,1,1
1960,266650,glaive-code-assist,,2,1326,0,1,0
1961,386141,glaive-code-assist,,2,3374,2,1,1
1962,273208,glaive-code-assist,,2,1313,0,0,0
1963,832704,,,3,793,2,1,0
1964,724022,,,3,953,1,1,0
1965,85426,CamelAI,,2,942,0,1,1
1966,932397,platypus,,2,898,0,1,0
1967,556577,,,3,1770,2,1,0
1968,589827,,,3,863,1,0,0
1969,670435,,,3,581,2,0,0
1970,586799,,,3,5013,2,1,0
1971,25526,airoboros2.2,coding,2,827,0,1,0
1972,382686,glaive-code-assist,,2,2615,0,1,1
1973,295033,glaive-code-assist,,2,1252,0,1,1
1974,805656,,,3,3232,2,1,0
1975,775393,,,3,4556,2,1,1
1976,960851,,,2,489,0,1,1
1977,960059,,,2,3558,0,1,1
1978,816536,,,3,2998,2,1,0
1979,591254,,,3,1087,1,1,0
1980,331982,glaive-code-assist,,2,550,0,1,1
1981,175972,EvolInstruct_70k,,2,1126,0,0,0
1982,862174,,,3,1079,2,1,0
1983,333425,glaive-code-assist,,2,1520,0,1,0
1984,138681,cot_alpaca_gpt4,,2,147,0,0,0
1985,682982,,,3,655,1,0,1
1986,657865,,,3,1101,2,0,0
1987,156917,cot_alpaca_gpt4,,2,2191,0,1,1
1988,104572,CamelAI,,2,2845,0,0,1
1989,460135,metamath,,2,352,0,0,0
1990,556816,,,2,2914,0,0,0
1991,207622,EvolInstruct_70k,,2,126,0,0,0
1992,866634,,,3,1391,2,1,0
1993,638951,,,3,1259,1,0,0
1994,455649,metamath,,2,1240,0,0,0
1995,635944,,,2,15138,1,0,0
1996,490525,metamath,,2,1251,0,0,1
1997,873708,,,3,1478,2,1,0
1998,143096,cot_alpaca_gpt4,,2,1901,0,0,1
1999,300030,glaive-code-assist,,2,2331,0,1,0
2000,453483,metamath,,2,311,0,0,0
2001,438493,,,2,1463,0,1,0
2002,428804,,,2,462,0,0,0
2003,797090,,,3,2188,2,1,0
2004,432443,,,2,613,0,1,0
2005,393136,glaive-code-assist,,2,2075,0,1,1
2006,155374,cot_alpaca_gpt4,,2,1441,0,1,0
2007,260577,glaive-code-assist,,2,846,0,0,0
2008,300858,glaive-code-assist,,2,1280,0,1,1
2009,631181,,,3,1311,2,1,0
2010,171033,EvolInstruct_70k,,2,3175,0,1,0
2011,556684,,,3,343,1,0,1
2012,913371,,,3,541,2,1,1
2013,835660,,,3,1385,2,1,1
2014,803021,,,3,1287,2,1,1
2015,928725,platypus,,2,938,0,0,1
2016,708838,,,3,4525,2,1,0
2017,31155,airoboros2.2,plan,2,1770,0,1,0
2018,3117,airoboros2.2,orca,2,482,0,0,0
2019,278275,glaive-code-assist,,2,1230,0,1,0
2020,16426,airoboros2.2,agent,2,1508,0,1,0
2021,593443,,,3,1689,1,1,1
2022,238970,glaive-code-assist,,2,1356,0,0,0
2023,433661,,,2,219,0,0,1
2024,620498,,,3,1081,2,1,0
2025,170481,EvolInstruct_70k,,2,1171,0,0,1
2026,75116,CamelAI,,2,622,0,0,1
2027,336653,glaive-code-assist,,2,1718,0,1,1
2028,65513,CamelAI,,2,579,0,0,1
2029,922577,platypus,,2,750,0,0,1
2030,151971,cot_alpaca_gpt4,,2,169,0,0,0
2031,33925,airoboros2.2,orca,2,939,0,1,1
2032,536588,,,3,1216,2,1,0
2033,677680,,,3,1232,2,1,0
2034,460810,metamath,,2,642,0,0,1
2035,809041,,,3,415,2,0,1
2036,955222,,,2,2695,0,1,1
2037,407266,GPT-4 Comparison Data,,2,335,0,1,0
2038,694758,,,3,2603,2,1,0
2039,920996,platypus,,2,955,0,1,0
2040,991793,,,2,1946,0,0,1
2041,609687,,,3,2244,2,1,0
2042,453001,metamath,,2,619,0,0,1
2043,249215,glaive-code-assist,,2,1288,0,1,0
2044,515936,,,3,306,2,1,1
2045,360298,glaive-code-assist,,2,4487,0,1,1
2046,933193,platypus,,2,1610,0,0,0
2047,304662,glaive-code-assist,,2,1490,0,1,0
